0,-0.44965,-0.43814,1
0.02,-0.47509,-0.45296,0.9995
0.04,-0.4685,-0.46737,0.999
0.06,-0.45503,-0.46915,0.998
0.08,-0.49566,-0.47917,0.9965
0.1,-0.4968,-0.47073,0.99499
0.12,-0.49676,-0.48742,0.99251
0.14,-0.51687,-0.48997,0.99001
0.16,-0.5304,-0.48686,0.98704
0.18,-0.52066,-0.48454,0.98354
0.2,-0.54264,-0.50945,0.98004
0.22,-0.53038,-0.49282,0.97378
0.24,-0.54574,-0.51665,0.96738
0.26,-0.58537,-0.49861,0.96099
0.28,-0.57997,-0.49648,0.95459
0.3,-0.58102,-0.48367,0.94819
0.32,-0.60318,-0.52786,0.94179
0.34,-0.61827,-0.50831,0.93539
0.36,-0.63345,-0.51748,0.92899
0.38,-0.65084,-0.52468,0.92259
0.4,-0.65954,-0.53478,0.9162
0.42,-0.65432,-0.53579,0.9098
0.44,-0.67463,-0.54407,0.9034
0.46,-0.6866,-0.53115,0.89523
0.48,-0.69258,-0.56955,0.88434
0.5,-0.70966,-0.57755,0.87345
0.52,-0.71406,-0.54189,0.86255
0.54,-0.70877,-0.57101,0.85166
0.56,-0.73803,-0.55059,0.84076
0.58,-0.73828,-0.5456,0.82987
0.6,-0.7807,-0.57177,0.81898
0.62,-0.78575,-0.57024,0.80808
0.64,-0.77716,-0.57728,0.79719
0.66,-0.78686,-0.58,0.78629
0.68,-0.81411,-0.57673,0.7754
0.7,-0.80592,-0.55582,0.76451
0.72,-0.83508,-0.58493,0.75044
0.74,-0.84107,-0.57211,0.73573
0.76,-0.8448,-0.57405,0.72102
0.78,-0.86273,-0.57254,0.70632
0.8,-0.88539,-0.58316,0.69161
0.82,-0.86856,-0.56687,0.67691
0.84,-0.87231,-0.55178,0.6622
0.86,-0.90387,-0.55379,0.6475
0.88,-0.94059,-0.57564,0.63279
0.9,-0.92192,-0.57439,0.61809
0.92,-0.93543,-0.58259,0.60338
0.94,-0.9569,-0.57556,0.58868
0.96,-0.98071,-0.57798,0.57318
0.98,-0.98466,-0.54473,0.55559
1,-0.99376,-0.54886,0.53799
1.02,-1.0027,-0.53616,0.5204
1.04,-1.0169,-0.54012,0.5028
1.06,-1.023,-0.53859,0.48521
1.08,-1.0393,-0.54451,0.46762
1.1,-1.0652,-0.53548,0.45002
1.12,-1.0669,-0.52431,0.43243
1.14,-1.0776,-0.52566,0.41483
1.16,-1.0607,-0.51945,0.39724
1.18,-1.082,-0.50631,0.37965
1.2,-1.0903,-0.49386,0.36205
1.22,-1.0914,-0.49196,0.34337
1.24,-1.1057,-0.48915,0.32424
1.26,-1.1215,-0.46661,0.30512
1.28,-1.1328,-0.44586,0.286
1.3,-1.1491,-0.43012,0.26687
1.32,-1.1467,-0.43131,0.24775
1.34,-1.1617,-0.43077,0.22863
1.36,-1.1775,-0.44179,0.2091
1.38,-1.1925,-0.42172,0.18935
1.4,-1.1721,-0.42513,0.1696
1.42,-1.186,-0.39571,0.14985
1.44,-1.1949,-0.38506,0.1301
1.46,-1.2084,-0.35578,0.11035
1.48,-1.2174,-0.33551,0.090599
1.5,-1.2129,-0.3262,0.070713
1.52,-1.2226,-0.31515,0.050731
1.54,-1.2447,-0.2954,0.030749
1.56,-1.2341,-0.27651,0.010767
1.58,-1.2251,-0.28236,-0.0092145
1.6,-1.2467,-0.25978,-0.029196
1.62,-1.26,-0.24983,-0.049178
1.64,-1.268,-0.25522,-0.069074
1.66,-1.2552,-0.20606,-0.08889
1.68,-1.2513,-0.18753,-0.10871
1.7,-1.2789,-0.19595,-0.12852
1.72,-1.2676,-0.16834,-0.14834
1.74,-1.2843,-0.14159,-0.16815
1.76,-1.2899,-0.12808,-0.18797
1.78,-1.2827,-0.10252,-0.20758
1.8,-1.2977,-0.11896,-0.22695
1.82,-1.2893,-0.080785,-0.24631
1.84,-1.2889,-0.087342,-0.26568
1.86,-1.3202,-0.037514,-0.28504
1.88,-1.2992,-0.020066,-0.30419
1.9,-1.2858,-0.037616,-0.32295
1.92,-1.2949,0.0090923,-0.3417
1.94,-1.2931,0.0085216,-0.36046
1.96,-1.2778,0.023141,-0.37922
1.98,-1.2895,0.041625,-0.39777
2,-1.2802,0.050201,-0.41573
2.02,-1.2839,0.070569,-0.43369
2.04,-1.2897,0.097346,-0.45164
2.06,-1.3,0.094382,-0.4696
2.08,-1.2999,0.098201,-0.4874
2.1,-1.2698,0.11264,-0.50437
2.12,-1.2861,0.12422,-0.52134
2.14,-1.2839,0.14464,-0.53831
2.16,-1.2716,0.15851,-0.55528
2.18,-1.2727,0.17283,-0.57218
2.2,-1.2741,0.17397,-0.58798
2.22,-1.2493,0.18526,-0.60379
2.24,-1.2809,0.21065,-0.6196
2.26,-1.2638,0.20069,-0.6354
2.28,-1.2638,0.21413,-0.65121
2.3,-1.2448,0.22304,-0.66573
2.32,-1.2245,0.2498,-0.68021
2.34,-1.221,0.24272,-0.69469
2.36,-1.2377,0.26611,-0.70917
2.38,-1.2349,0.24765,-0.72365
2.4,-1.2122,0.25031,-0.73684
2.42,-1.235,0.28166,-0.74984
2.44,-1.2158,0.26965,-0.76284
2.46,-1.2094,0.28416,-0.77584
2.48,-1.2046,0.28797,-0.78885
2.5,-1.2113,0.29698,-0.8006
2.52,-1.1998,0.29755,-0.81199
2.54,-1.1748,0.30617,-0.82338
2.56,-1.183,0.2984,-0.83476
2.58,-1.178,0.3162,-0.84615
2.6,-1.1745,0.31596,-0.85632
2.62,-1.1697,0.29571,-0.86591
2.64,-1.1508,0.32017,-0.8755
2.66,-1.1493,0.33152,-0.88509
2.68,-1.1399,0.31992,-0.89468
2.7,-1.1266,0.3199,-0.90388
2.72,-1.1051,0.30351,-0.9115
2.74,-1.1386,0.32401,-0.91911
2.76,-1.1257,0.31646,-0.92672
2.78,-1.0802,0.32249,-0.93433
2.8,-1.0772,0.30289,-0.94194
2.82,-1.1027,0.31921,-0.94808
2.84,-1.0842,0.3022,-0.95363
2.86,-1.0927,0.31196,-0.95917
2.88,-1.0634,0.32171,-0.96471
2.9,-1.0662,0.3076,-0.97026
2.92,-1.0581,0.31166,-0.97531
2.94,-1.0561,0.29106,-0.97872
2.96,-1.0467,0.30076,-0.98213
2.98,-1.0436,0.30324,-0.98554
3,-1.0383,0.28158,-0.98894
3.02,-1.0177,0.27855,-0.99235
3.04,-1.0462,0.29564,-0.99393
3.06,-1.0328,0.28943,-0.99489
3.08,-1.0011,0.27088,-0.99584
3.1,-1.0133,0.27954,-0.99679
3.12,-1.0051,0.27262,-0.99774
3.14,-1.0117,0.2522,-0.99869
3.16,-0.97019,0.25039,-0.99965
3.18,-0.97819,0.24779,-0.99823
3.2,-0.98609,0.24796,-0.99643
3.22,-0.98,0.25263,-0.99464
3.24,-0.99667,0.22923,-0.99284
3.26,-0.9628,0.23571,-0.99105
3.28,-0.96306,0.2342,-0.98925
3.3,-0.96781,0.20662,-0.98746
3.32,-0.95371,0.21716,-0.98299
3.34,-0.94599,0.20681,-0.97849
3.36,-0.97274,0.21456,-0.97398
3.38,-0.94565,0.20457,-0.96947
3.4,-0.93972,0.17758,-0.96496
3.42,-0.92848,0.17664,-0.96045
3.44,-0.93292,0.16934,-0.95567
3.46,-0.94171,0.17427,-0.94854
3.48,-0.93311,0.1686,-0.9414
3.5,-0.92289,0.15448,-0.93427
3.52,-0.92712,0.1515,-0.92713
3.54,-0.91434,0.14135,-0.91999
3.56,-0.90562,0.13424,-0.91286
3.58,-0.89381,0.14419,-0.90515
3.6,-0.89992,0.12791,-0.89545
3.62,-0.90625,0.1254,-0.88574
3.64,-0.92111,0.11248,-0.87604
3.66,-0.88291,0.098182,-0.86634
3.68,-0.89824,0.10164,-0.85664
3.7,-0.87387,0.078112,-0.84693
3.72,-0.86571,0.094148,-0.83723
3.74,-0.90944,0.071124,-0.82529
3.76,-0.8818,0.088301,-0.81315
3.78,-0.88069,0.067023,-0.80101
3.8,-0.90157,0.05032,-0.78886
3.82,-0.89185,0.053323,-0.77672
3.84,-0.88739,0.049169,-0.76458
3.86,-0.89964,0.045297,-0.75243
3.88,-0.88147,0.046818,-0.73896
3.9,-0.89986,0.0064925,-0.72464
3.92,-0.89726,0.0068505,-0.71031
3.94,-0.88685,-0.0082829,-0.69599
3.96,-0.87741,-0.0070872,-0.68166
3.98,-0.88413,0.0011384,-0.66734
4,-0.90302,-0.017111,-0.65301
4.02,-0.89398,-0.01656,-0.63812
4.04,-0.8817,0.0041662,-0.62192
4.06,-0.88451,-0.017595,-0.60572
4.08,-0.90322,-0.038381,-0.58952
4.1,-0.87434,-0.0263,-0.57332
4.12,-0.89982,-0.034272,-0.55712
4.14,-0.89511,-0.028074,-0.54092
4.16,-0.89145,-0.045968,-0.52472
4.18,-0.85955,-0.041788,-0.50699
4.2,-0.89248,-0.036207,-0.48926
4.22,-0.89194,-0.047595,-0.47153
4.24,-0.9013,-0.069536,-0.4538
4.26,-0.89035,-0.074964,-0.43607
4.28,-0.90368,-0.082251,-0.41834
4.3,-0.89156,-0.084117,-0.40061
4.32,-0.90342,-0.074877,-0.38208
4.34,-0.91347,-0.069881,-0.3632
4.36,-0.91565,-0.095511,-0.34431
4.38,-0.89508,-0.084196,-0.32543
4.4,-0.91106,-0.11447,-0.30655
4.42,-0.89811,-0.099741,-0.28766
4.44,-0.89535,-0.11362,-0.26878
4.46,-0.91453,-0.11307,-0.24961
4.48,-0.91787,-0.10456,-0.22997
4.5,-0.91469,-0.10732,-0.21034
4.52,-0.92513,-0.11181,-0.19071
4.54,-0.93075,-0.12168,-0.17107
4.56,-0.92313,-0.12816,-0.15144
4.58,-0.95345,-0.13422,-0.1318
4.6,-0.94631,-0.13623,-0.11215
4.62,-0.92844,-0.15652,-0.09218
4.64,-0.93448,-0.14226,-0.072214
4.66,-0.92279,-0.12444,-0.052249
4.68,-0.93801,-0.13882,-0.032283
4.7,-0.94504,-0.14072,-0.012318
4.72,-0.93436,-0.14989,0.0076479
4.74,-0.95635,-0.14622,0.027613
4.76,-0.95154,-0.13571,0.047474
4.78,-0.9514,-0.12964,0.067303
4.8,-0.97238,-0.13985,0.087131
4.82,-0.95045,-0.1251,0.10696
4.84,-0.96722,-0.14649,0.12679
4.86,-0.97396,-0.14571,0.14662
4.88,-0.97294,-0.13402,0.16645
4.9,-0.96414,-0.1415,0.18628
4.92,-0.96935,-0.13441,0.2061
4.94,-0.97569,-0.13956,0.22525
4.96,-0.98371,-0.14114,0.24435
4.98,-0.99889,-0.13473,0.26345
5,-0.98508,-0.13869,0.28254
5.02,-1.002,-0.14383,0.30164
5.04,-0.98039,-0.12443,0.32074
5.06,-0.99684,-0.14866,0.33983
5.08,-0.99483,-0.13317,0.35893
5.1,-0.99632,-0.13185,0.37791
5.12,-1.0117,-0.12792,0.39568
5.14,-1.0015,-0.12097,0.41345
5.16,-1.0105,-0.12984,0.43122
5.18,-1.0228,-0.12299,0.44899
5.2,-1.0263,-0.11163,0.46676
5.22,-1.018,-0.118,0.48453
5.24,-1.0375,-0.099596,0.5023
5.26,-1.0243,-0.11815,0.52007
5.28,-1.0259,-0.11815,0.53737
5.3,-1.0197,-0.12689,0.55326
5.32,-1.0306,-0.09115,0.56915
5.34,-1.0324,-0.089111,0.58504
5.36,-1.0343,-0.081577,0.60092
5.38,-1.0259,-0.085416,0.61681
5.4,-1.0198,-0.06947,0.6327
5.42,-1.0307,-0.083592,0.64859
5.44,-1.0297,-0.072252,0.66448
5.46,-1.0329,-0.072282,0.6795
5.48,-1.0478,-0.065278,0.69328
5.5,-1.0378,-0.058709,0.70705
5.52,-1.0349,-0.050641,0.72083
5.54,-1.037,-0.039014,0.7346
5.56,-1.0338,-0.05259,0.74838
5.58,-1.0383,-0.051377,0.76215
5.6,-1.038,-0.029361,0.77521
5.62,-1.0527,-0.013443,0.7868
5.64,-1.0567,-0.022529,0.7984
5.66,-1.0414,-0.0041796,0.80999
5.68,-1.0491,-0.0090717,0.82158
5.7,-1.0424,0.0058756,0.83318
5.72,-1.0386,0.0047072,0.84477
5.74,-1.0471,0.01273,0.85577
5.76,-1.0451,0.024245,0.86495
5.78,-1.0599,0.020834,0.87413
5.8,-1.0368,0.034804,0.88331
5.82,-1.0555,0.026255,0.89249
5.84,-1.0502,0.031287,0.90167
5.86,-1.0303,0.038173,0.91085
5.88,-1.0413,0.050766,0.91961
5.9,-1.0597,0.064499,0.92619
5.92,-1.027,0.052013,0.93277
5.94,-1.0393,0.062711,0.93935
5.96,-1.0411,0.071903,0.94593
5.98,-1.0308,0.086509,0.95251
6,-1.0365,0.08735,0.95909
6.02,-1.0221,0.087229,0.96546
6.04,-1.0295,0.089496,0.96931
6.06,-1.0243,0.11598,0.97316
6.08,-1.0432,0.096131,0.97701
6.1,-1.0256,0.11933,0.98086
6.12,-1.0346,0.094307,0.98472
6.14,-1.0265,0.1142,0.98857
6.16,-1.0216,0.13218,0.99242
6.18,-1.0305,0.13759,0.99347
6.2,-1.0202,0.13508,0.99452
6.22,-0.99645,0.14498,0.99556
6.24,-1.0017,0.14236,0.99661
6.26,-0.99584,0.13539,0.99765
6.28,-0.99785,0.14608,0.9987
